id,title,content,question,answer
28,phéromones,"Une  phéromone  (ou phérormone ou encore phérohormone) est une  substance chimique  émise par la plupart des  animaux  et certains  végétaux , et qui agit comme un message entre les individus d'une même  espèce  (communication intraspécifique, à l'opposé des  ectomones  impliquées dans la  communication interspécifique ). Ce composé  sémiochimique  transmet aux autres organismes des informations qui influencent la physiologie et les comportements (sexuel, maternel, agression,  agrégation , pistage…) [ 1 ] . Très actives, certaines phéromones agissent même en faible quantité, et elles peuvent être transportées et être détectées à plusieurs kilomètres. Chez les  mammifères  et les  reptiles , les phéromones sont principalement détectées par l' organe voméronasal , tandis que les  insectes  utilisent généralement leurs  antennes . À la différence des hormones  classiques  ( insuline ,  adrénaline , etc.) produites par les  glandes endocrines  et qui circulent uniquement à l'intérieur de l'organisme en participant à son  métabolisme , les phéromones sont généralement produites par des glandes exocrines, ou sécrétées avec l' urine , et servent de messagers chimiques entre individus. Elles peuvent être volatiles (perçues par l' odorat ), ou agir par contact ( composés cuticulaires  des insectes par exemple, perçues par les récepteurs gustatifs). Elles jouent un rôle primordial lors des périodes d'accouplement, et chez certains  insectes sociaux , telles les  fourmis  ou les  abeilles . Ces phéromones sont indispensables au bon fonctionnement du groupe. Les phéromones sexuelles des insectes contribuent à l'isolement reproducteur entre les espèces grâce à leur spécificité. L'existence des phéromones dans l'espèce humaine est un sujet controversé. De nombreux biais scientifiques et sociopsychologiques rendent complexe l'étude des effets psychologiques des odeurs, parfums ou phéromones sur les  émotions  et les comportements des humains [ 2 ] , [ 3 ] . En particulier, il est souvent très difficile de distinguer les nombreux effets olfactifs appris des véritables effets phéromonaux innés [ 4 ] . Chez l'humain, les structures olfactives sont  vestigiales  et les phéromones n'ont plus que des effets faibles [ 5 ] , [ 4 ] . Grâce aux techniques  biochimiques , il est possible de produire des phéromones de synthèse. Elles sont utilisées par l' industrie cosmétique , souvent dans des  parfums , avec des présentations commerciales qui suggèrent des effets sexuels et affectifs [ 6 ] , malgré l'absence de données expérimentales valides [ 5 ] , [ 4 ] . Des phéromones de synthèse, respectueuses de l'environnement, peuvent également être utilisées pour la protection des cultures comme produit de remplacement des insecticides. ",Par quoi sont produites les phéromones ?,"{'text': 'des glandes exocrines', 'answer_start': 1094}"
30,chats_harets,"Le  chat haret , ou  chat errant , est un  chat domestique  (petit  félin  de la  sous-espèce   Felis silvestris catus ), retourné à l' état sauvage  ou  semi-sauvage , par le phénomène du  marronnage . Il a pu vivre en compagnie d' êtres humains  au cours de son existence, avant de fuir ou d'être abandonné, ou bien être né loin d'eux, en étant issu d'une lignée dont le retour à l'état sauvage remonte à plusieurs générations. De sorte que la différence entre le chat haret et le chat domestique proprement dit n'est pas  génétique , mais uniquement  éthologique , c'est-à-dire liée à son mode de vie. Le chat haret ne doit donc pas être confondu avec les autres sous-espèces, naturelles, du  Chat sauvage  ( Felis silvestris ), comme le  Chat sauvage d'Europe  ( Felis silvestris silvestris ) ou le  Chat sauvage d'Afrique  ( Felis silvestris lybica ), ni avec les autres  espèces appelées  chat . Dans certains pays, où le chat n'est pas une espèce d'origine indigène, les populations de chats harets ont proliféré; ils représentent en  Australie  une population évaluée entre 2,1et 6,3millions de chats fin 2016  [ 1 ] , [ 2 ] , qui pose de graves problèmes environnementaux.",A quoi est lié la différence entre le chat haret et le chat domestique ?,"{'text': 'éthologique', 'answer_start': 554}"
31,City_University_of_London,"modifier  -  modifier le code  -  modifier Wikidata City, University of London  est une  université britannique  publique située à  Londres  ( Angleterre ), dans le quartier  Clerkenwell , et fondée en  1894 .En  septembre 2016 , City a rejoint  University of London  (UOL) [ 1 ] .",Quand a été fondée la City Université of London ?,"{'text': 'en 1894', 'answer_start': -1}"
32,race,"«Racial» redirige ici. Pour l’article homophone, voir  Rassial . Cet article concerne le concept de race en zoologie. Pour les articles homonymes, voir  race (homonymie) . Pour l'application du concept à l'espèce humaine, voir  race humaine . Chez les  animaux domestiques , la  race  est un  rang taxinomique  informel, inférieur à l' espèce . Les races et les  sous-races  sont distinguées à des fins d' élevage  et de  sélection . On parle ainsi de races  bovines ,  canines ,  félines , ou  caprines . Les  taxons  au rang de race n'ont pas de  noms scientifiques  internationaux [ 1 ] , leur circonscription  taxinomique  repose généralement sur des critères subjectifs et pratiques (notamment utilisés pour la désignation commerciale) [ 2 ] . Ces variations sont généralement très faibles pour les races sélectionnées afin de veiller à un certain standard, dont on exige par exemple des prestations particulières pour satisfaire de façon optimale à un but d'utilisation. Par contre, la variabilité peut être très importante entre races géographiques. Il s'agit d'un concept lié à l'aspect commercial davantage que scientifique. Cet article concerne plus particulièrement l'acception du mot «race» pour désigner des groupes d'une même espèce animale. En  nomenclature botanique et mycologique  où le terme de «race» n'est pas un rang taxinomique  codifié , on parle de  variété  ou de  sous-espèce [ 3 ] . Il reste cependant possible d'utiliser le mot de «variété animale» [ 4 ]  domestique pour désigner une population animale sélectionnée constituée d'une fraction des animaux d'une espèce que des traitements particuliers de sélection ont eu pour effet de distinguer des autres animaux de l'espèce par un petit nombre de caractères dont l'énumération définit le modèle. En  microbiologie  et en  virologie , on parle plutôt de  souche  afin de désigner au sein d'une même espèce microbienne, une population divergeant du reste de l'espèce sur un ou quelques traits différentiels (ex.: une souche de  Escherichia coli  pathogène pour l'homme, alors que la majorité des populations de cette espèce ne le sont pas). Pour les espèces naturelles, les termes sous-espèce ou  population  (selon la divergence et le groupe considéré) sont utilisés [réf.nécessaire] . L'utilisation de critères biologiques prétendant définir différentes «races» humaines au sein de l' espèce humaine  soulève des questions  éthiques  et même logique (on ne vend pas aujourd'hui les hommes dans les pays développés et une désignation commerciale y est donc sans objet). Les controverses sur ce sujet ne sont pas développées ici mais dans l'article  Race humaine .",Dans quel but sont distinguées les races et les sous-races ?,"{'text': ""à des fins d' élevage et de sélection"", 'answer_start': -1}"
34,glandes_sudoripares,"Cet article est une  ébauche  concernant l’ anatomie .  Vous pouvez partager vos connaissances en l’améliorant ( comment? ) selon les recommandations des  projets correspondants . Les  glandes sudoripares  ou  glandes sudorales  sont des annexes cutanées ( organes microscopiques  spécialisés) qui sécrètent la  sueur  et, pour certaines d'entre elles, des  hormones  ou  phéromones . Histologiquement, il s'agit de  glandes exocrines  ( épithéliums  cubiques bistratifiés) dont la fonction première est la  transpiration . On distingue chez les mammifères trois types de glandes sudoripares: les glandes eccrines, les glandes apocrines et les glandes sébacées. Ces deux dernières constituent les deux principaux types.",Quelle est la fonction première des glandes sudoripares ?,"{'text': 'la transpiration', 'answer_start': -1}"
35,carnivore,"Pour les articles homonymes, voir  Carnivore (régime alimentaire)  et  Carnivore domestique . Ordre Sous-ordres  de rang inférieur Les  Carnivores  ( Carnivora ) sont un  ordre  de  mammifères   placentaires  du  super-ordre  des  Laurasiathériens . Ils se distinguent par une  mâchoire  et une  denture  qui leur permet de chasser et de manger d'autres animaux. Une des  synapomorphies  qui caractérisent les Carnivores est la présence d'une  carnassière . Les  canines  sont transformées en crocs. Leur cerveau est de type  gyrencéphale . Cet ordre est composé majoritairement d'animaux rapides au  régime alimentaire   carnivore  (chair crue), bien qu'il existe certains membres qui n'ont pas ce régime, tels le  panda géant  qui est  herbivore  et des  omnivores  opportunistes comme le  Renard roux  ou le  Binturong  qui est principalement  frugivore . D'autre part, les  mammifères  carnassiers ne sont pas tous forcément membres de cet ordre. On peut ainsi citer, par exemple, le  dasyure , le  thylacine , ou le  diable de Tasmanie , qui sont tous trois des  marsupiaux , ou bien certains  cétacés  tels que l' orque  ou le  grand cachalot .",Quelle est la forme des canines des carnivores ?,"{'text': 'en crocs', 'answer_start': 490}"
36,robe,"Pour les articles homonymes, voir  Robe . Cet article est une  ébauche  concernant la  zoologie .  Vous pouvez partager vos connaissances en l’améliorant ( comment? ) selon les recommandations des  projets correspondants . La  robe  d'un  animal  consiste en la nature et la qualité de sa  peau  ou de sa  pilosité .  La robe d'un animal, ou pelage, est une caractéristique complexe avec des bases scientifiques. La couleur est influencée par des pigments comme la mélanine et la phéomélanine.   La structure des poils varie, affectant la texture, et la fonction du pelage inclut l'isolation thermique, la camouflage et la protection. Les cycles de mue s'adaptent aux saisons, l'adaptation écologique peut influencer l'épaisseur du pelage, et la variabilité génétique, identifiée par des études, contribue à des différences intra et interspécifiques. Chez les  mammifères  de compétition, l'état de la robe est jugé en plusieurs catégories. Ces catégories peuvent inclure les  poils  longs ( jarre ), portant les marques de la robe et les poils plus courts ( bourre  ou  duvet )  [ 1 ] .La robe indique la qualité de l' élevage . Souvent, la robe est un facteur indispensable pour reconnaître une espèce ou une race.",Par quel pigments est influencé la couleur de la robe ?,"{'text': 'la mélanine et la phéomélanine', 'answer_start': 462}"
38,espèce,"Cet article concerne le sens biologique du mot «espèce». Pour les autres significations, voir  Espèce (homonymie) . Dans les  sciences du vivant , l’ espèce  (du  latin   species , «type» ou «apparence») est le  taxon  de base de la  systématique . La définition le plus communément admise est celle du concept biologique [ 1 ] , [ 2 ] , [ 3 ] : une espèce est un ensemble d'individus qui peuvent effectivement ou potentiellement se reproduire entre eux et engendrer une descendance viable et féconde, dans des conditions naturelles. Une publication de 1997 recense cependant  22 concepts  d'espèces (espèce biologique, morphologique, écologique, comportementale…) dans la  littérature scientifique [ 4 ] . Ainsi, l'espèce est la plus grande unité de population au sein de laquelle le flux génétique est possible et les individus d'une même espèce sont donc génétiquement isolés d'autres ensembles équivalents du point de vue reproductif. En particulier, le critère d’interfécondité ne peut pas toujours être vérifié: c'est le cas pour les  fossiles , les  organismes   asexués  ou pour des espèces rares ou difficiles à observer. D’autres définitions peuvent donc être utilisées [ 5 ] :",Chez qui le critère l'interfécondité ne peut pas toujours être vérifié ?,"{'text': 'les  fossiles , les  organismes   asexués  ou pour des espèces rares ou difficiles à observer', 'answer_start': 1036}"
39,vieillissement,"Le  vieillissement  est l'ensemble des modifications fonctionnelles diminuant progressivement l'aptitude d'un objet, d'une information ou d'un organisme à assurer ses fonctions dans le temps. Dans le cas d'un  organisme vivant  ( être humain  par exemple), la plupart des cellules et organes ont une durée de vie maximale génétiquement programmée, mais ce processus peut être accéléré par divers stress subis  in utero  ou durant la vie - qui conduisent le plus souvent [ 1 ]  cet organisme à ne plus assurer son équilibre  physiologique , ce qui le mène à la  mort . Chez l' Homme , le vieillissement est un processus complexe, lent et progressif, qui implique divers facteurs biologiques, psychologiques et sociaux. Ces facteurs sont en partie  génétiques  (vieillissement intrinsèque), et pour partie liés à l'histoire de vie de chacun (facteurs externes de vieillissement, acquis ou subis). Le vieillissement de certaines cellules commence dès la naissance, voire  in utero . Chez l'Homme, par convention, on parle de vieillissement à partir d'un certain âge (l’âge «mûr»), avant de différencier le  3 e âge (65 – 89 ans) du  4 e âge ou grand âge (> 90 ans). Sur le plan médical, les définitions chronologiques sont reléguées au second plan au profit de celles tenant compte du niveau de dépendance du sujet âgé. L'étude de la vieillesse et du vieillissement humain est la  gérontologie  (terme formé sur le mot  grec   geron, gerontos , «vieillard»). La  médecine  de la vieillesse est la  gériatrie .",Comment s'appelle l'étude de la vieillesse et du vieillissement humain ?,"{'text': 'la  gériatrie', 'answer_start': 1491}"
40,griffes,"Pour les articles homonymes, voir  Griffe . Une  griffe  est un élément pointu et courbé trouvé au bout des pattes ou doigts de certains  mammifères , des  oiseaux  et de certains  reptiles . Quelque part, une structure crochue similaire peut être trouvée chez les  arthropodes  tels que les  scarabées  ou les  araignées .  Les pinces des crabes et langoustes sont souvent nommées «griffes». [réf.nécessaire] ",Chez quels espèces les griffes se trouvent au bout des pattes ou doigts ?,"{'text': 'certains  mammifères , des  oiseaux  et de certains  reptiles', 'answer_start': 128}"
41,castré,"La  castration  est l'annihilation (avec ou sans  ablation ) des organes reproducteurs de végétaux ou d'animaux,  humains  compris. Dans le cas des humains, la castration est considérée comme une  mutilation génitale  et est illégale dans la plupart des pays du monde. On la distingue de l'ablation  chirurgicale  des  testicules  et des  ovaires  — orchidectomie  ou encore  orchiectomie  pour les mâles et  ovariectomie  ou  oophorectomie  pour les femelles— qui peut être nécessaire pour des raisons  thérapeutiques  et de la  castration chimique . La castration concerne dans le règne animal l'ablation des testicules (chez les mâles) et l'ablation des ovaires (chez les femelles), l'ablation de la verge étant appelée  pénectomie  et  clitoridectomie  pour le  clitoris . L'ablation de la  verge  et des  testicules  est une émasculation.",Comment s'intitule l'ablation de la verge et des testicules ?,"{'text': 'une émasculation', 'answer_start': 826}"
42,odorat,"L' olfaction  ou l' odorat  est le  sens  qui permet d'analyser les  substances chimiques   volatiles  ( odeurs ) présentes dans l’air. L'olfaction est un sens vital pour de nombreuses espèces [ 1 ] ; il est par exemple utile ou nécessaire pour les activités de recherche alimentaire (chasse, recherche de végétaux appétents, etc. ), l’évitement des  prédateurs , la localisation du lieu de nidification, ponte, reproduction, mise bas, etc. , pour la reconnaissance et le marquage du territoire, pour la communication entre individus par messages olfactifs, pour la recherche de partenaires sexuels, et pour la pollinisation des fleurs, etc.  Ce sens est moins utilisé chez l’ être humain  que chez de nombreux  mammifères  pour lesquels il est prépondérant, néanmoins, l' odeur personnelle  semble encore jouer un ou plusieurs rôles chez l'humain en termes de  communication non verbale [ 2 ] , à plusieurs âges de la vie, avec des nuances notamment selon le sexe (Homme/Femme) [ 3 ] , selon l'âge ou selon les contextes socio-culturels [ 4 ] , [ 5 ] . L' olfactique  est la science du langage des odeurs et de leur rôle dans cette communication non verbale [ 6 ] .",Quel est le deuxième nom pour qualifier l'olfaction ?,"{'text': ""l' odorat"", 'answer_start': 17}"
43,organe_vestibulaire,"Le  système vestibulaire  est un  organe sensoriel  situé dans l’ oreille interne  qui contribue à la sensation de mouvement et à l’ équilibre  chez la plupart des mammifères.Il est constitué d’un organe sensoriel périphérique composé du labyrinthe postérieur (canaux semi-circulaires, utricule et saccule), du  nerf vestibulocochléaire  et de ses noyaux encéphaliques. Les signaux sensoriels issus du système vestibulaire sont principalement envoyés aux structures neuronales qui commandent certains mouvements oculaires et muscles dans une optique posturale (maintien du corps dans son environnement). Les troubles du système vestibulaire peuvent conduire à des  vertiges  qui peuvent être pris en charge par kinésithérapie spécialisée. On peut comparer l’oreille interne à une  centrale inertielle .",A quoi peut-on comparer l'oreille interne ?,"{'text': 'à une  centrale inertielle', 'answer_start': 774}"
44,habitats,"Pour les articles homonymes, voir  Habitat . L' habitat  est un concept utilisé dans le domaine de l' écologie . Un habitat réunit l'ensemble des  êtres vivants  et leurs  interactions  ( biocénose ) et l'ensemble des éléments physiques ou chimiques ( biotope ). Certaines  espèces clés ou facilitatrices  jouent un rôle dans la création et l'entretien de l'habitat ( coraux  pour les  récifs coralliens  par exemple). L'habitat est aussi un ensemble d'éléments de l' écologie du paysage  qui constituent l' environnement biophysique  et offrent les  ressources naturelles  suffisantes pour permettre à une population d'une espèce de vivre et se reproduire normalement sur ce territoire. Certains auteurs estiment qu'un habitat (parce qu'il évolue) n'implique pas une viabilité à long terme pour l'espèce qui y vit, mais au moins une viabilité à court terme [ 1 ] . La notion d'habitat est utilisée pour décrire (et éventuellement cartographier) l'endroit et les caractéristiques du «milieu» dans lequel une  population  d'individus d'une espèce donnée (ou d'un groupe d'espèces  symbiotes  ou vivant en  guilde ) peut normalement vivre et s'épanouir. Il faudrait plutôt parler de  l'habitat d'une population  plutôt que d'une espèce ou d'un «organisme», car s'il est par exemple possible de décrire précisément l'habitat d'un seul  ours dans les Pyrénées , l'espèce  Ursus arctos  devrait être constituée d'une « métapopulation » divisée en nombreux groupes d'individus (sous-populations) vivant dans des habitats plus variés que ceux dans lesquels les derniers individus de cette espèce tentent de survivre; cette espèce était autrefois commune dans toute l'Europe, des littoraux aux basses-montagnes. En ce qui concerne les  biotopes , les Pyrénées ne sont en rien représentatives de l'habitat optimal. Ils ne constituent que leur dernier refuge, celui où ils ont été le moins traqués et chassés. [réf.nécessaire] ",Dans quel domaine est utilisé le concept d'habitat ?,"{'text': ""l' écologie"", 'answer_start': 99}"
45,nuque,"Cet article est une  ébauche  concernant l’ anatomie  et la  médecine .  Vous pouvez partager vos connaissances en l’améliorant ( comment? ) selon les recommandations des  projets correspondants . La  nuque  est la partie postérieure du  cou , située au-dessous de l' occiput . Elle correspond à la partie dorsale du cou, c'est-à-dire la région du cou située en arrière d'un plan frontal passant par les processus transverses des  vertèbres cervicales . Ces dernières vertèbres y sont recouvertes par les  muscles trapèzes .",Ou se situe la partie dorsale du cou ?,"{'text': ""en arrière d'un plan frontal passant par les processus transverses des vertèbres cervicales"", 'answer_start': -1}"
47,ronronnement,"Vous lisez un « article de qualité » labellisé en 2010. Pour un article plus général, voir  Chat .  Le  ronronnement  est une  vocalisation  émise par certains  félins  et  viverridés . Produit à l’expiration comme à l’inspiration, ce son de basse fréquence apparaît dès l’âge de deux jours. Le mécanisme du ronronnement est encore mal expliqué. La théorie dominante est que le son est produit par des contractions des muscles du  larynx  déclenchées par une  oscillation neurale  et faisant vibrer les  cordes vocales . La possibilité pour un félin de ronronner ou non est également un point débattu, notamment pour les grands félins de la  sous-famille  des  Panthérinés . Le ronronnement est essentiellement limité aux relations mère-progéniture dans la nature, mais le  chat domestique  peut ronronner tant dans une situation de  plaisir  que de  souffrance , c’est pourquoi la signification de cette vocalisation de contact est peu évidente. Comparé au  sourire  par certains auteurs, son rôle social, tant avec des congénères qu’avec l’ Homme , est primordial. Une théorie assure au ronronnement un rôle  curatif : les basses fréquences émises permettraient de renforcer les os, les muscles, les tendons et auraient même un rôle anti- douleur . En français, les termes associés au mot  «ronronnement»  sont tirés de l’ onomatopée   «ronron» .",Quel est l'onomatopée du ronronnement ?,"{'text': 'ronron', 'answer_start': 104}"
48,argot,"Pour les articles ayant des titres homophones, voir  Argo  et  Hargot . Cet article possède un  paronyme , voir  largo . Un  argot  est une variété linguistique spécifique à un groupe social ou socio-professionnel, qui permet de se différencier des non-initiés et de se créer une identité propre en utilisant des termes cryptiques [ 1 ] , [ 2 ] . Il s'agit d'un  sociolecte  qu'il faut distinguer du  jargon , qui est propre aux représentants d'une profession ou d'une activité commune se caractérisant par un lexique spécialisé [ 3 ] . Il est possible que des termes argotiques perdent leurs fonctions cryptique et identitaire. Dans ces cas-là, il ne sera plus vraiment spécifique à un groupe mais surtout utilisé dans une visée ludique. Le nouvel argot qui s’en crée est dénommé «argot commun». Les locuteurs et locutrices «jouent» à reproduire un  parler  largement  connoté . En général, l’argot commun reprend du vocabulaire argotique «dépassé», abandonné par le groupe social qui en est l’origine dès qu’il a été compris par des tiers. Un exemple d’argot commun est le «français branché» des années 1980.",Qu'est-ce qu'un argot ?,"{'text': 'une variété linguistique spécifique à un groupe social ou socio-professionnel, qui permet de se différencier des non-initiés et de se créer une identité propre en utilisant des termes cryptiques', 'answer_start': 136}"
49,bon_article,"En résumé:  un  bon article  doit faire honneur à Wikipédia par ses qualités intrinsèques, quel que soit le sujet traité. Pour cela, les points suivants seront respectés autant que possible. Le label « Bon article » regroupe les articles qui ont été reconnus comme tels par un vote de la communauté. La proposition d'un article au label se fait sur la page  Wikipédia:Bons contenus/Propositions . Les articles proposés comme « Articles de qualité » peuvent aussi être reconnus «Bons articles» s'ils n'obtiennent pas le label « Article de qualité ». Nota bene:  ces éléments sont des critères généraux permettant d'établir (ou de contester) la  qualité d'un bon article  susceptible d'être ainsi distingué des autres; il reste néanmoins nécessaire d'exercer un esprit de finesse au cas par cas, pour examiner dans quelle mesure tel critère doit s'appliquer avec rigueur ou avec souplesse. En outre, il est toujours préférable de corriger soi-même des défauts mineurs que d'en faire un argument contre la promotion d'un article.","C'est quoi un label ""Bon article""","{'text': 'les articles qui ont été reconnus comme tels par un vote de la communauté', 'answer_start': 225}"
50,1560,"Cette page concerne l'année  1560   du  calendrier julien . Pour l'année 1560 av. J.-C., voir  1560 av. J.-C.  Architecture ,  Arts plastiques  ( Dessin ,  Gravure ,  Peinture  et  Sculpture ) ,  Littérature  ()  et  Musique classique  () ,  Architecture  et  ()  Droit  (,)  ()  et  Santé et médecine  modifier   L'année  1560  est une  année bissextile  qui  commence un lundi .",L'année 1560 commence par quel jour ?,"{'text': 'un lundi', 'answer_start': 370}"
